"","symbol","company","exchange","date.x","price","currency","actions","date.y","open","close","adjusted","returns","year"
"1662","603658.SS","Autobio Diagnostics Co Ltd","Shanghai",2016-09-01,14.58,"CNY","Priced",2016-09-02,23.1,23.1,22.35454,0.584362139917695,2016
"1663","603345.SS","Fujian Anjoy Foods Co Ltd","Shanghai",2017-02-22,11.12,"CNY","Priced",2017-02-22,16.01,16.01,15.72961,0.439748201438849,2017
"1664","603886.SS","Ganso Co Ltd","Shanghai",2016-12-28,10.16,"CNY","Priced",2016-12-28,12.19,14.63,14.122665,0.43996062992126,2016
"1665","603007.SS","Jiangsu Flowers King","Shanghai",2016-08-26,11.66,"CNY","Priced",2016-08-26,5.596,6.716,6.668743,-0.42401372212693,2016
"1666","603299.SS","Jingsu Jingshen Salt&Chem","Shanghai",2015-12-31,3.69,"CNY","Priced",2015-12-31,5.31,5.31,5.231377,0.439024390243902,2015
"1667","ZAL.OL","Zalaris ASA","Oslo",2014-06-20,23,"NOK","Priced",2014-06-20,24.4,25,22.360548,0.0869565217391304,2014
"1668","603716.SS","Wuhan Thalys Med Tech Co Ltd","Shanghai",2016-10-31,26.91,"CNY","Priced",2016-10-31,11.0714,11.0714,11.028399,-0.588576737272389,2016
"1669","HQY","HealthEquity Inc","NasdaqGM",2014-07-31,14,"USD","Priced",2014-07-31,20,17.6,17.6,0.257142857142857,2014
"1670","LOG.MC","Cia de Distribucion Integral","MCE",2014-07-14,13,"EUR","Priced",2014-07-14,13.25,13.4,11.142827,0.0307692307692309,2014
"1671","3639.HK","Yida China Holdings Ltd","HKSE",2014-06-27,2.45,"HKD","Priced",2014-06-27,2.45,2.44,2.151901,-0.00408163265306127,2014
"1672","603729.SS","Shanghai Longyun Advg & Media","Shanghai",2015-03-24,26.61,"CNY","Priced",2015-03-24,22.8071,27.371401,27.177198,0.0286133408493048,2015
"1673","603559.SS","Zhongtong Guomai Communication","Shanghai",2016-12-02,10.34,"CNY","Priced",2016-12-02,8.27333,9.92667,9.891902,-0.0399738878143133,2016
"1674","603727.SS","Bomesc Offshore Engineering Co","Shanghai",2016-11-22,20.81,"CNY","Priced",2016-11-22,29.969999,29.969999,29.445019,0.440172945699183,2016
"1675","603300.SS","Zhejiang Huatie Constr Safety","Shanghai",2015-05-29,8.22,"CNY","Priced",2015-05-29,5.92,5.92,5.894568,-0.279805352798054,2015
"1676","ENN.AX","Elanor Investors Group","ASX",2014-07-11,1.25,"AUD","Priced",2014-07-11,1.25,1.275,0.955201,0.02,2014
"1677","IMO.L","IMImobile Ltd","LSE",2014-06-27,1.2,"GBP","Priced",2014-06-27,123,133.5,133.5,110.25,2014
"1678","603669.SS","Lionco Pharm Grp Co Ltd","Shanghai",2015-05-28,11.7,"CNY","Priced",2015-05-28,12.0357,12.0357,11.491528,0.0286923076923078,2015
"1679","MRL.MC","Merlin Properties SOCIMI SA","MCE",2014-06-30,10,"EUR","Priced",2014-06-30,8.81195,8.50354,7.788538,-0.149646,2014
"1680","PLYM","Plymouth Industrial REIT Inc","NYSE",2017-06-09,20,"USD","Priced",2018-01-16,18.059999,18.41,17.191994,-0.0795,2017
"1681","REG.AX","Regis Healthcare Ltd","ASX",2014-10-07,3.65,"AUD","Priced",2014-10-06,3.85,4.02,3.409753,0.101369863013699,2014
"1682","ABZA.L","Abzena Plc","LSE",2014-07-10,0.8,"GBP","Priced",2014-07-10,85,84,84,104,2014
"1683","1588.HK","Chanjet Information Technology","HKSE",2014-06-26,16.38,"HKD","Priced",2014-06-26,16,15.04,14.824515,-0.0818070818070818,2014
"1684","603186.SS","Zhejiang Huazheng New Material","Shanghai",2017-01-03,5.37,"CNY","Priced",2017-01-03,7.73,7.73,7.640165,0.439478584729981,2017
"1685","ERGO.L","Ergomed Plc","LSE",2014-07-15,1.6,"GBP","Priced",2014-07-15,161.940002,162.5,162.5,100.5625,2014
"1686","1599.HK","Beijing Urban Construction","HKSE",2014-07-08,2.75,"HKD","Priced",2014-07-08,3.11,3.01,2.735469,0.0945454545454545,2014
"1687","1626.HK","Jia Yao Holdings Ltd","HKSE",2014-06-27,1.26,"HKD","Priced",2014-06-27,1.17,1.28,1.28,0.0158730158730158,2014
"1688","6899.HK","Ourgame International Holdings","HKSE",2014-06-30,4.25,"HKD","Priced",2014-06-30,3.53,3.75,3.715786,-0.117647058823529,2014
"1689","603505.SS","China Kings Resources Group Co","Shanghai",2017-05-03,3.74,"CNY","Priced",2017-05-03,4.49,5.39,5.354725,0.441176470588235,2017
"1690","603035.SS","Changshu Automotive Trim Co","Shanghai",2017-01-05,10.44,"CNY","Priced",2017-01-05,12.53,15.03,14.589684,0.439655172413793,2017
"1691","603708.SS","Jiajiayue Group Co Ltd","Shanghai",2016-12-13,13.64,"CNY","Priced",2016-12-13,12.5923,15.1077,14.563649,0.107602639296188,2016
"1692","603601.SS","Chongqing Zaisheng Tech Corp","Shanghai",2015-01-22,7.9,"CNY","Priced",2015-01-22,1.39906,1.67946,1.621325,-0.787410126582278,2015
"1693","DKM.AX","Duketon Mining Ltd","ASX",2014-08-01,0.2,"AUD","Priced",2014-08-04,0.24,0.27,0.27,0.35,2014
"1694","603223.SS","Hengtong Logistic Co Ltd","Shanghai",2015-06-30,8.31,"CNY","Priced",2015-06-30,8.55,8.55,8.409701,0.0288808664259927,2015
"1695","1347.HK","Hua Hong Semiconductor Ltd","HKSE",2014-10-15,11.25,"HKD","Priced",2014-10-15,11.1,10.74,9.89339,-0.0453333333333333,2014
"1696","603808.SS","Shenzhen Ellassay Fashion Co","Shanghai",2015-04-22,19.16,"CNY","Priced",2015-04-22,14.1487,14.1487,13.611218,-0.261550104384134,2015
"1697","603778.SS","Beijing Qianjing Landscape Co","Shanghai",2015-12-31,18.98,"CNY","Priced",2015-12-31,4.3728,4.3728,4.332315,-0.769610115911486,2015
"1698","603398.SS","Guangdong Banbao Toy Co Ltd","Shanghai",2015-12-09,13.97,"CNY","Priced",2015-12-09,9.14545,9.14545,9.033501,-0.345350751610594,2015
"1699","QVE.AX","QV Equities Ltd","ASX",2014-08-21,1,"AUD","Priced",2014-08-22,0.97,0.965,0.919053,-0.035,2014
"1700","OVH.AX","OneVue Holdings Ltd","ASX",2014-07-24,0.35,"AUD","Priced",2014-07-25,0.33,0.315,0.315,-0.1,2014
"1701","2329.HK","Guorui Properties Ltd","HKSE",2014-07-07,2.38,"HKD","Priced",2014-07-07,2.32,2.5,2.205925,0.0504201680672269,2014
"1702","601163.SS","Triangle Tyre Co Ltd","Shanghai",2016-09-09,22.07,"CNY","Priced",2016-09-09,26.48,31.780001,30.653572,0.439963797009515,2016
"1703","CYBR","CyberArk Software Ltd","NASDQ",2014-09-24,16,"USD","Priced",2000-01-03,1.1,1.12,1.12,-0.93,2014
"1704","TSQ","Townsquare Media Inc","NYSE",2014-07-24,11,"USD","Priced",2018-01-16,7.96,7.91,7.680872,-0.280909090909091,2014
"1705","2399.HK","China Fordoo Holdings Ltd","HKSE",2014-07-16,3.9,"HKD","Priced",2014-07-16,4.03,4,3.36918,0.0256410256410258,2014
"1706","1658.HK","Postal Savings Bank of China","HKSE",2016-09-28,4.76,"HKD","Priced",2016-09-28,4.76,4.77,4.520638,0.00210084033613445,2016
"1707","SPI.L","Spire Healthcare Group Plc","LSE",2014-07-23,2.1,"GBP","Priced",2014-07-18,211,210.5,201.919998,99.2380952380952,2014
"1708","40E.SI","Spackman Ent Grp Ltd","SES",2014-07-22,0.26,"SGD","Priced",2014-07-22,0.385,0.465,0.465,0.788461538461539,2014
"1709","2186.HK","Luye Pharma Group Ltd","HKSE",2014-07-09,5.92,"HKD","Priced",2014-07-09,6.8,6.7,6.418007,0.131756756756757,2014
"1710","603322.SS","Guangdong Super Telecom","Shanghai",2016-07-28,11.99,"CNY","Priced",2016-07-28,10.2786,12.3357,12.264885,0.02883236030025,2016
"1711","UNVR","Univar Inc","NYSE",2015-06-18,22,"USD","Priced",2015-06-17,22,22,22,0,2015
"1712","1253.HK","Broad Greenstate International","HKSE",2014-07-21,1.3,"HKD","Priced",2014-07-21,0.3525,0.3675,0.3568,-0.717307692307692,2014
"1713","1367.HK","Hanbo Enterprises Holdings Ltd","HKSE",2014-07-11,0.52,"HKD","Priced",2014-07-11,0.72,0.52,0.52,0,2014
"1714","6123.HK","On Time Logistics Holdings Ltd","HKSE",2014-07-11,1.18,"HKD","Priced",2014-07-11,1.28,1.16,1.131125,-0.0169491525423729,2014
"1715","VKTX","Viking Therapeutics Inc","NasdaqGM",2015-04-29,8,"USD","Priced",2015-04-28,8,8,8,0,2015
"1716","UD2.SI","Japfa Ltd","SES",2014-08-15,0.8,"SGD","Priced",2014-08-15,0.84,0.845,0.811416,0.0562499999999999,2014
"1717","AMPH.L","Aggregated Micro Power Hldg","LSE",2014-07-18,1,"GBP","Priced",2014-07-18,102.5,104,104,103,2014
"1718","DPLO","Diplomat Pharmacy Inc","NYSE",2014-10-10,13,"USD","Priced",2014-10-10,16,16.02,16.02,0.232307692307692,2014
"1719","HLNG.OL","Hoegh LNG Partners LP","Oslo",2014-08-07,20,"USD","Priced",2011-07-05,37.3937,40.695999,39.652039,1.03479995,2014
"1720","VGL.NZ","Vista Group International Ltd","NZSE",2014-08-11,2.35,"NZD","Priced",2014-08-10,1.2,1.275,1.229826,-0.457446808510638,2014
"1721","AFH.JO","Alexander Forbes Grp Hldg Ltd","Johannesburg",2014-07-24,7.5,"ZAR","Priced",2014-07-28,8.88,9.1,7.458963,0.213333333333333,2014
"1722","GER","Goldman Sachs MLP & Energy","NYSE",2014-09-26,20,"USD","Priced",2014-09-26,20,20,13.521108,0,2014
"1723","1462.HK","Nga Chun Holdings Co Ltd","HKSE",2014-10-16,1.1,"HKD","Priced",2014-10-16,0.112,0.1,0.081595,-0.909090909090909,2014
"1724","AAC","AAC Holdings Inc","NYSE",2014-10-02,15,"USD","Priced",2018-01-16,9.37,9.06,9.06,-0.396,2014
"1725","FFX.L","FAIRFX Group plc","LSE",2014-08-05,0.45,"GBP","Priced",2014-08-05,47.310001,47,47,103.444444444444,2014
"1726","SAVP.L","Savannah Petroleum plc","LSE",2014-08-01,0.56,"GBP","Priced",2014-08-01,64.550003,59,59,104.357142857143,2014
"1727","EPIC.L","Ediston Ppty Invest Co plc","LSE",2014-10-28,1,"GBP","Priced",2014-09-30,1,1,0.81653,0,2014
"1728","POR.V","Portofino Resources Inc","TSXV",2014-12-05,0.2,"CAD","Priced",2014-12-09,0.25,0.25,0.25,0.25,2014
"1729","EHE.AX","Estia Health Ltd","ASX",2014-12-05,5.75,"AUD","Priced",2014-12-04,4.71056,4.48355,3.829329,-0.220252173913043,2014
"1730","ASH.AX","Ashley Services Group Ltd","ASX",2014-08-21,1.66,"AUD","Priced",2014-08-21,1.9,1.9,1.730357,0.144578313253012,2014
"1731","OML.AX","oOh!Media Ltd","ASX",2014-12-17,1.93,"AUD","Priced",2014-12-16,1.80971,1.81929,1.645413,-0.0573626943005181,2014
"1732","6869.HK","Yangtze Optical Fibre & Cable","HKSE",2014-12-10,7.39,"HKD","Priced",2014-12-10,7.25,6.71,6.152428,-0.0920162381596752,2014
"1733","RXH.AX","Rewardle Holdings Ltd","ASX",2014-10-07,0.2,"AUD","Priced",2014-10-06,0.215,0.28,0.28,0.4,2014
"1734","GALE.SW","Galenica Sante AG","Swiss",2017-04-07,39,"CHF","Priced",2017-04-07,43,43,43,0.102564102564103,2017
"1735","MED.L","Medaphor Group Plc","LSE",2014-08-27,0.5,"GBP","Priced",2014-08-27,53.959999,55,55,109,2014
"1736","6166.HK","China Vast Industrial Urban","HKSE",2014-08-25,3.1,"HKD","Priced",2014-08-25,3.11,3.26,2.664783,0.0516129032258064,2014
"1737","8315.HK","King Force Sec Hldg Ltd","HKSE",2014-08-20,0.385,"HKD","Priced",2014-08-20,2,1.68,1.68,3.36363636363636,2014
"1738","EVO.NZ","Evolve Education Group Ltd","NZSE",2014-12-05,1,"NZD","Priced",2014-12-04,1.07,1.08,0.916237,0.0800000000000001,2014
"1739","PRQR","ProQR Therapeutics BV","NasdaqGM",2014-09-18,13,"USD","Priced",2014-09-18,19.9,14.73,14.73,0.133076923076923,2014
"1740","BST","BlackRock Science & Tech Tr","NYSE",2014-10-29,20,"USD","Priced",2000-01-03,15.1,15,11.749633,-0.25,2014
"1741","AXTA","Axalta Coating Systems Ltd","NYSE",2014-11-12,19.5,"USD","Priced",2014-11-12,20.940001,20.75,20.75,0.0641025641025641,2014
"1742","HUBS","HubSpot Inc","NYSE",2014-10-10,25,"USD","Priced",2014-10-09,32.950001,30.1,30.1,0.204,2014
"1743","SSO.OL","Scatec Solar ASA","Oslo",2014-10-02,19,"NOK","Priced",2014-10-02,19,18.9,17.831551,-0.00526315789473697,2014
"1744","JAGX","Jaguar Animal Health Inc","NasdaqGM",2015-05-13,7,"USD","Priced",2015-05-12,105,105,105,14,2015
"1745","STOR","STORE Capital Corp","NYSE",2014-11-18,18.5,"USD","Priced",2014-11-18,19.65,19.5,16.273575,0.0540540540540539,2014
"1746","TREIT.BK","TICON Freehold & Leasehold RE","Thailand",2015-01-09,10,"THB","Priced",2015-01-09,10.0856,10.0856,8.342017,0.0085599999999999,2015
"1747","UPLD","Upland Software Inc","NasdaqGM",2014-11-06,12,"USD","Priced",2014-11-06,11,9.75,9.75,-0.1875,2014
"1748","PRAH","PRA Health Sciences Inc","NasdaqGM",2014-11-13,18,"USD","Priced",2014-11-13,18.6,19.620001,19.620001,0.0900000555555556,2014
"1749","APO.AX","APN Outdoor Group Ltd","ASX",2014-11-11,2.55,"AUD","Priced",2014-11-10,2.75,2.65,2.34752,0.0392156862745099,2014
"1750","EGI.AX","Ellerston Global Invests Ltd","ASX",2014-10-16,1,"AUD","Priced",2014-10-19,1,1.01,0.967282,0.01,2014
"1751","RKET.F","Rocket Internet AG","Frankfurt",2014-10-02,42.5,"EUR","Priced",2014-10-02,42.5,37.500999,37.500999,-0.117623552941176,2014
"1752","HOTEL.MX","Grupo Hotelero Santa Fe SAB","Mexico",2014-09-12,10,"MXN","Priced",2014-09-12,10.09,9.6,9.6,-0.04,2014
"1753","1395.HK","ELL Environmental Holdings Ltd","HKSE",2014-09-26,0.55,"HKD","Priced",2014-09-26,0.8,0.94,0.89125,0.709090909090909,2014
"1754","603966.SS","Eurocrane China Co Ltd","Shanghai",2017-01-25,7.32,"CNY","Priced",2017-01-25,8.10769,8.10769,8.008987,0.107607923497268,2017
"1755","1285.HK","Jiashili Group Ltd","HKSE",2014-09-25,3.7,"HKD","Priced",2014-09-25,4.18,3.89,3.200748,0.0513513513513513,2014
"1756","WIZZ.L","Wizz Air Holdings PLC","LSE",2015-02-25,11.5,"GBP","Priced",2015-02-25,1200,1250,1250,107.695652173913,2015
"1757","CMA.AX","Centuria Metropolitan REIT","ASX",2014-12-10,2,"AUD","Priced",2014-12-09,2.06306,2.06306,1.552561,0.0315300000000001,2014
"1758","ENTRA.OL","Entra ASA","Oslo",2014-10-17,65,"NOK","Priced",2014-10-17,65.25,67,56.873486,0.0307692307692307,2014
"1759","1COV.F","Covestro AG","Frankfurt",2015-10-06,24,"EUR","Priced",2015-10-06,26,26.659,24.92363,0.110791666666667,2015
"1760","TNK.AX","Think Childcare & Educ Ltd","ASX",2014-10-23,1,"AUD","Priced",2014-10-23,1.12,1.15,0.991158,0.15,2014
"1761","ECG.AX","eCargo Holdings Ltd","ASX",2014-11-27,0.4,"AUD","Priced",2014-11-27,0.395,0.355,0.355,-0.1125,2014
"1762","TBK","Triumph Bancorp Inc","NasdaqGM",2014-11-07,12,"USD","Priced",2014-11-07,12.18,12.75,12.75,0.0625,2014
"1763","1303.SR","Electrical Industries Co","Saudi",2014-12-07,10,"SAR","Priced",2015-12-22,33.799999,34.080002,31.347673,2.4080002,2014
"1764","VII.TO","Seven Generations Energy Ltd","Toronto",2014-10-30,18,"CAD","Priced",2014-10-30,19.200001,21,21,0.166666666666667,2014
"1765","C4XD.L","C4X Discovery Holdings PLC","LSE",2014-10-23,1,"GBP","Priced",2014-10-23,104.339996,103.5,103.5,102.5,2014
"1766","XXL.OL","XXL ASA","Oslo",2014-10-08,58,"NOK","Priced",2014-10-03,58.5,62,56.417782,0.0689655172413792,2014
"1767","HESM","Hess Midstream Partners LP","NYSE",2017-04-05,23,"USD","Priced",2017-04-05,25.5,25.6,23.331451,0.11304347826087,2017
"1768","603388.SS","Zhejiang Yuancheng Landscape","Shanghai",2017-03-24,12.1,"CNY","Priced",2017-03-24,7.26,8.71,8.61147,-0.280165289256198,2017
"1769","42R.SI","Jumbo Group Ltd","SI",2015-11-09,0.25,"SGD","Priced",2015-11-09,0.35,0.34,0.32451,0.36,2015
"1770","MY.CN","Montego Resources Inc","Canadian Sec",2015-02-17,0.1,"CAD","Priced",2015-04-10,1.5,1.5,1.5,14,2015
"1771","PBD.AS","Probiodrug AG","Amsterdam",2014-10-27,15.25,"EUR","Priced",2014-10-27,16.25,20,20,0.311475409836065,2014
"1772","603298.SS","Hangcha Group Co Ltd","Shanghai",2016-12-27,12.67,"CNY","Priced",2016-12-27,18.24,18.24,17.609997,0.439621152328334,2016
"1773","603577.SS","Qingdao Huijintong Power","Shanghai",2016-12-22,11.1,"CNY","Priced",2016-12-22,10.6533,10.6533,10.489582,-0.0402432432432432,2016
"1774","603990.SS","Suzhou Medsys Tech Co Ltd","Shanghai",2016-12-08,9.69,"CNY","Priced",2016-12-08,13.95,13.95,13.816101,0.439628482972136,2016
"1775","USR.AX","US Residential Fund","ASX",2015-02-12,1,"AUD","Priced",2015-02-11,1.0188,0.93967,0.765746,-0.06033,2015
"1776","SPIE.PA","SPIE SA","Paris",2015-06-10,16.5,"EUR","Priced",2015-06-10,17,17.450001,15.938611,0.0575758181818182,2015
"1777","BOOT","Boot Barn Holdings Inc","NYSE",2014-10-30,16,"USD","Priced",2000-01-03,4.75,4.5,4.5,-0.71875,2014
"1778","AYS.AX","amaysim Australia Ltd","ASX",2015-07-15,1.8,"AUD","Priced",2015-07-15,1.75,1.9,1.739808,0.0555555555555556,2015
"1779","TC1.F","Tele Columbus AG","Frankfurt",2015-01-23,10,"EUR","Priced",2015-01-23,7.49938,7.9143,7.9143,-0.20857,2015
"1780","BTI.AX","Bailador Technology Invest Ltd","ASX",2014-11-20,1,"AUD","Priced",2014-11-20,1,0.96,0.96,-0.04,2014
"1781","6133.HK","Vital Mobile Holdings Ltd","HKSE",2015-06-26,2.48,"HKD","Priced",2015-06-26,2.49,2.53,2.32428,0.0201612903225805,2015
"1782","1381.HK","Canvest Envi Protection Grp","HKSE",2014-12-29,2.33,"HKD","Priced",2014-12-29,2.35,2.34,2.2949,0.0042918454935621,2014
"1783","PIC.AX","Perpetual Eq Invest Co Ltd","ASX",2014-12-16,1,"AUD","Priced",2014-12-17,0.975,0.975,0.975,-0.025,2014
"1784","SCN.BK","Scan Inter PCL","Thailand",2015-02-23,5,"THB","Priced",2015-02-23,9.4,12.4,11.705917,1.48,2015
"1785","CRL.CN","Carl Capital Corp","Canadian Sec",2015-01-21,0.1,"CAD","Priced",2015-01-30,0.15686,0.15686,0.15686,0.5686,2015
"1786","603833.SS","Oppein Home Group Inc","Shanghai",2017-03-28,50.08,"CNY","Priced",2017-03-29,79.330002,79.330002,78.657372,0.58406553514377,2017
"1787","TLG.F","TLG IMMOBILIEN AG","Frankfurt",2014-10-24,10.75,"EUR","Priced",2014-10-24,10.88,10.8,9.884823,0.00465116279069777,2014
"1788","6477.TW","Anji","Taiwan",2016-06-21,18.8,"TWD","Priced",2014-10-28,23.9403,23.9403,22.437897,0.273420212765958,2016
"1789","MPX.AX","Mustera Property Group Ltd","ASX",2014-11-28,0.2,"AUD","Priced",2014-11-27,0.205,0.21,0.20825,0.0499999999999998,2014
"1790","MYO.AX","MYOB Group Ltd","ASX",2015-05-04,3.65,"AUD","Priced",2015-05-04,3.91,3.89,3.513467,0.0657534246575342,2015
"1791","OZRDN.IS","Ozerden Plastik Sanayi","Istanbul",2015-02-18,2.71,"TRY","Priced",2015-02-18,2.52486,2.62659,2.592335,-0.0307785977859778,2015
"1792","HABT","The Habit Restaurants Inc","NasdaqGM",2014-11-20,18,"USD","Priced",2014-11-20,30,39.540001,39.540001,1.19666672222222,2014
"1793","1528.HK","Red Star Macalline Grp Corp","HKSE",2015-06-26,13.28,"HKD","Priced",2015-06-26,12.62,12.74,10.957361,-0.0406626506024096,2015
"1794","FEVR.L","Fevertree Drinks Plc","LSE",2014-11-07,1.34,"GBP","Priced",2014-11-07,170,165,162.335205,122.134328358209,2014
"1795","603928.SS","Suzhou Xingye Material Tech","Shanghai",2016-12-12,10.12,"CNY","Priced",2016-12-13,16.030001,16.030001,15.65745,0.583992193675889,2016
"1796","QTX.L","Quartix Holdings Plc","LSE",2014-11-06,1.16,"GBP","Priced",2014-11-06,118.5,135.5,125.101761,115.810344827586,2014
"1797","603877.SS","Ningbo Peace Bird Fashion","Shanghai",2017-01-09,21.3,"CNY","Priced",2017-01-09,25.559999,30.67,29.478884,0.439906103286385,2017
"1798","AERO.L","Strat Aero plc","LSE",2014-11-17,0.08,"GBP","Priced",2014-11-17,9,13.5,13.5,167.75,2014
"1799","MAB1.L","Mortgage Advice","LSE",2014-11-12,1.6,"GBP","Priced",2014-11-12,165,160,136.470596,99,2014
"1800","603637.SS","Zhenhai PetroChem Engineering","Shanghai",2017-02-08,13.86,"CNY","Priced",2017-02-08,11.8106,11.8106,11.631749,-0.147864357864358,2017
"1801","HDFGS.IS","Hedef Girisim Sermayesi","Istanbul",2015-02-03,1.55,"TRY","Priced",2015-02-03,1.25655,1.27297,1.237192,-0.178729032258065,2015
"1802","603086.SS","Shandong Cynda Chemcial Co Ltd","Shanghai",2017-05-11,17.64,"CNY","Priced",2017-05-11,15.1214,18.1429,18.057186,0.0285090702947846,2017
"1803","JASIF.BK","Jasmine Broadband Internet","Thailand",2015-02-16,10,"THB","Priced",2015-03-31,10.1101,10.1101,10.1101,0.01101,2015
"1804","PCGE.L","PCG Ent Plc","LSE",2014-12-04,0.06,"GBP","Priced",2014-12-04,33,33.125,33.125,551.083333333333,2014
"1805","8IH.AX","8I Holdings Ltd","ASX",2014-12-15,0.23,"SGD","Priced",2014-12-16,0.25,0.31,0.297375,0.347826086956522,2014
"1806","8IH.AX","8I Holdings Ltd","ASX",2014-12-15,0.2,"AUD","Priced",2014-12-16,0.25,0.31,0.297375,0.55,2014
"1807","603579.SS","Shanghai Rongtai Health Tech","Shanghai",2017-01-11,44.66,"CNY","Priced",2017-01-11,26.795,32.154999,31.443848,-0.280004500671742,2017
"1808","DTI.AX","DTI Group Ltd","ASX",2014-12-05,0.3,"AUD","Priced",2014-12-08,0.34275,0.34275,0.34275,0.1425,2014
"1809","HLE.F","Hella KGaA Hueck & Co","Frankfurt",2014-11-11,26.5,"EUR","Priced",2014-11-11,27.5,27.200001,24.966848,0.0264151320754717,2014
"1810","HLE.F","Hella KGaA Hueck & Co","Frankfurt",2014-11-11,25,"EUR","Priced",2014-11-11,27.5,27.200001,24.966848,0.0880000400000001,2014
"1811","603823.SS","Lily Group Co Ltd","Shanghai",2016-12-20,10.6,"CNY","Priced",2016-12-20,12.72,15.26,15.008874,0.439622641509434,2016
"1812","ULUSE.IS","Ulusoy Elektrik Imalat","Istanbul",2014-11-21,14,"TRY","Priced",2014-11-21,6.875,6.95,5.069947,-0.503571428571429,2014
"1813","UFAB","Unique Fabricating Inc","NYSE",2015-07-01,9.5,"USD","Priced",2018-01-16,8.118,8.16,7.737357,-0.141052631578947,2015
"1814","BHAC","Barington/Hilco Acquisition","NasdaqGM",2015-02-06,10,"USD","Priced",2015-03-17,9.55,9.55,9.55,-0.0449999999999999,2015
"1815","LHSC.BK","LH Shopping Centers Leasehold","Thailand",2014-12-26,10.2,"THB","Priced",2014-12-26,10.3,10.2,8.02072,0,2014
"1816","MRS.L","Mgmt Resource Solutions Plc","LSE",2014-12-11,0.3,"GBP","Priced",2014-12-11,30.5,29.5,28.844444,97.3333333333333,2014
"1817","AIY.SI","iFAST Corp Pte Ltd","SES",2014-12-11,0.95,"SGD","Priced",2014-12-11,0.995,1.01,0.902322,0.0631578947368421,2014
"1818","AGUA.MX","Grupo Rotoplas SAB de CV","Mexico",2014-12-10,29,"MXN","Priced",2014-12-11,30,29.76,28.706551,0.0262068965517241,2014
"1819","603538.SS","Ningbo Menovo Pharm Co Ltd","Shanghai",2017-04-07,14.03,"CNY","Priced",2017-04-07,16.8333,16.8333,16.65996,0.199807555238774,2017
"1820","603677.SS","Qijing Machinery","Shanghai",2017-02-06,21.13,"CNY","Priced",2017-02-06,12.7857,12.7857,12.332674,-0.39490298154283,2017
"1821","CAT.AX","Catapult Grp Intl Ltd","ASX",2014-12-18,0.55,"AUD","Priced",2014-12-18,0.57046,0.53633,0.53633,-0.0248545454545456,2014
"1822","603037.SS","Shanghai Carthane Co Ltd","Shanghai",2017-01-20,16.01,"CNY","Priced",2017-01-20,17.730801,17.730801,16.895927,0.10748288569644,2017
"1823","601020.SS","Tibet Huayu Mining Co Ltd","Shanghai",2016-03-16,7.18,"CNY","Priced",2016-03-16,8.62,10.34,10.1429,0.440111420612813,2016
"1824","603039.SS","Shanghai Weaver Network Co Ltd","Shanghai",2017-01-13,14.9,"CNY","Priced",2017-01-13,14.5,14.5,14.433933,-0.0268456375838927,2017
"1825","TUNE.L","Focusrite Plc","LSE",2014-12-11,1.26,"GBP","Priced",2014-12-11,135,136.5,132.166458,107.333333333333,2014
"1826","MTPH.L","Midatech Pharma PLC","LSE",2014-12-08,2.67,"GBP","Priced",2014-12-08,285,276,276,102.370786516854,2014
"1827","1816.HK","CGN Power","HKSE",2014-12-10,2.78,"HKD","Priced",2014-12-10,3.45,3.31,3.038597,0.190647482014389,2014
"1828","CIE.AX","Contango Income Generator Ltd","ASX",2015-08-14,1,"AUD","Priced",2015-08-14,1.015,1.02,0.939168,0.02,2015
"1829","1669.HK","GICL","HKSE",2014-12-12,1.35,"HKD","Priced",2014-12-12,1.45,1.69,1.450594,0.251851851851852,2014
"1830","603358.SS","Huada Automotive Tech Corp Ltd","Shanghai",2017-01-25,31.18,"CNY","Priced",2017-01-26,35.278599,35.278599,33.412663,0.131449615137909,2017
"1831","603626.SS","Kunshan Kersen Science & Tech","Shanghai",2017-02-09,18.85,"CNY","Priced",2017-02-09,11.5408,13.8469,13.595751,-0.265416445623342,2017
"1832","AXI.L","Axiom European Finl Debt Ltd","LSE",2015-11-05,1,"GBP","Priced",2015-11-12,0.98,0.98,0.98,-0.02,2015
"1833","GFIN.L","Gfinity Plc","LSE",2014-12-22,0.17,"GBP","Priced",2014-12-22,23,26.75,26.75,156.352941176471,2014
"1834","BR.BK","Bangkok Ranch PCL","Thailand",2015-07-15,8.8,"THB","Priced",2003-09-17,18.33,18.33,9.644908,1.08295454545455,2015
"1835","IRR.L","Ironridge Resources Ltd","LSE",2015-02-12,0.1,"GBP","Priced",2015-02-12,10.5,10.75,10.75,106.5,2015
"1836","4190.TW","Jourdeness Group Ltd","Taiwan",2015-10-21,72,"TWD","Priced",2015-02-05,134.123993,134.123993,125.198349,0.862833236111111,2015
"1837","EVG.L","Evgen Pharma PLC","LSE",2015-10-21,0.37,"GBP","Priced",2015-10-21,42.5,35.125,35.125,93.9324324324324,2015
"1838","MERC.L","Mercia Technologies PLC","LSE",2014-12-18,0.5,"GBP","Priced",2014-12-18,53.599998,55,55,109,2014
"1839","601228.SS","GZ Port","Shanghai",2017-03-29,2.29,"CNY","Priced",2017-03-30,3.63,3.63,3.595459,0.585152838427948,2017
"1840","603038.SS","Huali Industries","Shanghai",2017-01-16,23.26,"CNY","Priced",2017-01-16,23.9214,23.9214,23.750139,0.0284350816852965,2017
